graph_id,chart_type,image_height,image_width,chart_value
4724505e0c25,line,314,502,1
472510fa407c,dot,300,512,3
47291abf0994,line,715,1040,1
47298446b9a6,vertical_bar,360,500,0
472a30a195c4,line,440,640,1
472be7380455,scatter,298,496,2
472c0ff7dddf,vertical_bar,293,490,0
472daee16f10,line,293,489,1
4730a5c3b8ce,line,280,466,1
47367a3c4c02,line,480,640,1
47379bb026d3,vertical_bar,280,464,0
4738998d6630,line,480,640,1
4738dabfff4e,vertical_bar,273,468,0
473a6c21771b,line,298,490,1
473a8ad3d37b,scatter,306,510,2
473b24f81f93,scatter,303,495,2
473cfe60c006,vertical_bar,300,496,0
473eeca78dde,dot,279,502,3
47402ffa80a0,dot,296,512,3
4740395e87e7,scatter,287,494,2
4740d93f667a,line,480,640,1
47426bd27862,line,287,485,1
4744d3994749,vertical_bar,282,468,0
4744f79ed677,line,550,800,1
4748c70bbfea,vertical_bar,280,467,0
4749dee239a5,vertical_bar,279,469,0
474d1ec2e82f,scatter,280,462,2
474d90d85806,vertical_bar,278,464,0
474f301d240e,vertical_bar,299,494,0
474f6070159a,line,314,501,1
474ffc84061e,vertical_bar,280,463,0
4750b6119027,scatter,285,496,2
47526601ac61,line,287,504,1
475554cb5e94,scatter,294,492,2
4755a81d457c,vertical_bar,304,496,0
4755c65444e4,vertical_bar,301,505,0
475c41a7f6fc,vertical_bar,293,504,0
475ca4ae0908,line,278,470,1
475d5e58bcd8,line,287,478,1
475dae9f3695,scatter,289,492,2
475ed27b1369,vertical_bar,298,503,0
475f860f4d3f,line,347,484,1
4760d547be8b,line,298,483,1
4764d7cf3bb7,scatter,334,503,2
4764e4484205,scatter,271,463,2
4765eb7664ad,vertical_bar,488,473,0
476642ae0ba3,scatter,280,489,2
4766452fd0fa,line,480,640,1
4766cbeecd50,dot,276,504,3
476715dbde56,vertical_bar,293,488,0
47676e5d4820,vertical_bar,280,470,0
47687f0c7468,line,302,507,1
47690e8f43ca,line,349,489,1
47698046e5d8,scatter,288,490,2
4769e1971cf9,line,287,514,1
476a21ca37d8,scatter,275,471,2
476a93d27c89,line,281,463,1
476ac2cb480a,dot,241,502,3
476d64fea881,line,273,478,1
476d8fdc7372,line,271,463,1
476df642cb37,line,480,640,1
476e0e35c3ed,vertical_bar,270,466,0
476fa5bbce50,scatter,305,507,2
47712fa93919,scatter,299,508,2
4771342e2a47,line,271,459,1
4772bd157ec1,line,289,504,1
4775ba96ea27,vertical_bar,288,480,0
47771042023f,vertical_bar,286,492,0
477772270d50,line,440,640,1
47777d8852f4,line,285,480,1
477783e75e13,line,324,497,1
4777d4094041,scatter,274,465,2
477a83d91136,line,281,467,1
477a9dea60b2,vertical_bar,291,503,0
477b466fcbf1,line,325,491,1
477b820cfab6,vertical_bar,296,491,0
477c65e5ea00,vertical_bar,282,468,0
477f3413465a,vertical_bar,280,470,0
477f61b04049,vertical_bar,282,512,0
4782b9ce9daf,vertical_bar,272,463,0
47834a3bcc92,scatter,270,470,2
4783dbc1d04a,line,480,640,1
478620a7d2e3,scatter,277,443,2
47868f256bea,line,292,512,1
4786afed85b4,vertical_bar,289,467,0
4787ebe933d9,scatter,282,495,2
478885f66d51,scatter,282,484,2
478c9d99f7f4,vertical_bar,278,486,0
478f87b5ee3d,vertical_bar,357,494,0
478fccbbfd80,line,275,464,1
47903cab1a5a,line,286,459,1
4790daee104f,dot,289,512,3
4793b9f9ed56,vertical_bar,243,469,0
47968556d350,line,274,464,1
4796a91a579f,line,480,640,1
4796ca0b4a86,line,330,512,1
479721fed92f,line,293,496,1
47976335f843,line,282,469,1
479923b4e963,dot,284,510,3
479a8fdfdf0b,vertical_bar,273,474,0
479b386b6f97,vertical_bar,274,461,0
479c0a89d189,line,480,640,1
479cb7aa1b44,line,321,495,1
479cf344bfd1,line,480,640,1
479e3869c655,vertical_bar,274,483,0
479ebbbfe07c,line,278,487,1
479ed40b2d49,vertical_bar,274,468,0
47a03a91d279,scatter,285,485,2
47a21b664e7b,scatter,282,475,2
47a5e49d2289,line,270,466,1
47a6a4ab309f,line,301,506,1
47a7d0abbe11,vertical_bar,328,518,0
47a7f0cc637d,scatter,273,461,2
47a9b5d87e48,line,550,800,1
47aa930c44de,scatter,275,467,2
47aafa6e8579,scatter,279,467,2
47ab47b3cef8,line,269,462,1
47ab6b5887da,dot,328,501,3
47abe055bc7f,scatter,312,493,2
47acf968a463,dot,299,503,3
47ae647a2f02,line,271,472,1
47aef8dc47f8,vertical_bar,303,497,0
47b308042c96,dot,283,505,3
47b44d3b281c,line,266,457,1
47b67ffe77ad,line,300,495,1
47b73b31b5df,vertical_bar,301,500,0
47b84d027563,vertical_bar,254,477,0
47b93023e08d,vertical_bar,298,500,0
47bbf6c413eb,vertical_bar,273,466,0
47bcec17991c,line,297,491,1
47bdcc7547b0,scatter,325,512,2
47c0d55f2e5a,line,277,468,1
47c1639403eb,vertical_bar,356,470,0
47c18e872b6e,vertical_bar,255,494,0
47c1fbf5f0a1,line,323,504,1
47c4826af8cd,scatter,312,495,2
47c5dc21226f,dot,260,505,3
47c62074ddf1,line,273,467,1
47c75e4742ae,scatter,278,463,2
47c8e0abbaf5,line,280,512,1
47c94716f0fe,line,272,463,1
47c978bd045f,vertical_bar,253,467,0
47ca54d04718,line,298,483,1
47caaadda406,vertical_bar,310,496,0
47cbf6090345,vertical_bar,351,501,0
47cc1c94eb84,vertical_bar,266,483,0
47ccb3d2f9f9,scatter,299,495,2
47cddd45f98a,vertical_bar,290,483,0
47ce7f1e89c5,line,295,507,1
47cfdd3682b9,line,276,460,1
47cff026442d,vertical_bar,283,489,0
47d0c2f7f65e,scatter,322,478,2
47d0d24bae24,line,550,800,1
47d20b23fd33,line,282,491,1
47d415f800e1,line,480,640,1
47d43715a66b,vertical_bar,327,490,0
47d67fc3ef1a,line,270,464,1
47d6f22bc7c5,vertical_bar,282,478,0
47d7f61ed50b,vertical_bar,274,481,0
47d89a01acea,scatter,319,517,2
47d8f82a8b1c,vertical_bar,269,466,0
47dad8cd14db,scatter,301,509,2
47def6b3c6ea,vertical_bar,296,503,0
47e1d2f08147,line,480,640,1
47e21f766c07,scatter,303,504,2
47e47273aeb7,line,361,489,1
47e4a0615565,vertical_bar,323,478,0
47e4a557bfa3,scatter,293,505,2
47e529c1d11f,line,290,502,1
47e6e7de81dc,vertical_bar,308,495,0
47e7226f155a,vertical_bar,286,478,0
47e7dcdba849,vertical_bar,286,490,0
47ea61d49e6a,vertical_bar,280,473,0
47eaf445585b,vertical_bar,278,467,0
47eb366c6335,scatter,273,463,2
47ee753b1c83,vertical_bar,268,465,0
47f18f5ffb8d,scatter,297,490,2
47f2119dea4c,dot,285,512,3
47f3e64f7170,line,301,479,1
47f4dea923ae,line,274,466,1
47f54cd46956,line,480,640,1
47f7ecc01a95,line,480,640,1
47f83635b89d,dot,300,512,3
47fdc16d1166,line,324,483,1
47ff96b67913,line,283,483,1
4800749db17b,scatter,297,491,2
4800fdb86bb2,scatter,298,509,2
48026e6deae4,scatter,273,469,2
48058dfb6710,vertical_bar,303,487,0
4805a6d5d5d6,scatter,276,468,2
4805c068431f,vertical_bar,280,464,0
4806a9af8552,line,480,640,1
4807741be8c4,vertical_bar,278,471,0
4807b07ef67a,line,338,489,1
4808265dd7f0,scatter,290,455,2
4808957dc769,scatter,275,468,2
4809042c330f,line,282,470,1
480bc4b4fead,line,480,640,1
480c0eeb0de0,line,480,640,1
480d5fd8ce1b,line,297,484,1
480d89d7d8ee,line,345,490,1
480ebe2d932c,scatter,352,502,2
48104f4b641d,line,480,640,1
4810729eeafe,dot,297,512,3
481216f2570e,line,480,640,1
48139ec6e18a,line,276,465,1
4814177f1c5f,dot,290,500,3
48156027badf,line,480,640,1
48169de51f33,line,289,500,1
48170e2a6b3c,vertical_bar,284,487,0
481801daef68,vertical_bar,299,507,0
48181e3f3c5a,line,279,469,1
4818642b5584,scatter,315,507,2
48189fe4c286,line,480,640,1
481aad052af5,line,275,467,1
481b46469b2f,line,273,477,1
481c17b9bb9e,line,358,512,1
481c1e11c6f3,line,275,466,1
481d0be19d7f,line,480,640,1
481fa16b1c22,scatter,298,499,2
482302665966,line,273,464,1
4823af585550,vertical_bar,283,474,0
48241ee1d7ea,dot,300,505,3
4824c300f792,dot,258,504,3
4824cbddf785,dot,290,500,3
4828b89fb27d,scatter,271,470,2
4828ff45ac8a,line,271,467,1
4829fa1061fe,vertical_bar,294,501,0
482a44885b01,vertical_bar,281,464,0
482a5a40e329,dot,328,501,3
482c86605071,scatter,334,498,2
482da1bbdbbf,vertical_bar,299,500,0
482da50a7fcc,vertical_bar,298,493,0
482ef54f724c,line,318,500,1
482f3b910bac,line,314,514,1
482fee6cb028,dot,300,512,3
483289cbb61f,line,271,474,1
48339c6f1b29,line,273,467,1
4833e90e7a85,vertical_bar,348,500,0
483757bed8e1,scatter,300,504,2
48388997f2d1,scatter,274,468,2
483a01d05107,dot,297,512,3
483a47727dd2,dot,300,512,3
483dda11c8f1,vertical_bar,279,470,0
4840bed5fa8a,line,276,464,1
4841178268ce,dot,306,506,3
48424f011aca,scatter,274,467,2
48434205872f,line,300,489,1
48447514f8ec,line,396,510,1
4845cacadd40,line,349,496,1
484632a73fdc,line,284,495,1
48463ea7b655,vertical_bar,280,465,0
48472d7dc0a4,line,480,640,1
48485d4c26af,vertical_bar,279,472,0
484adc1a24b8,vertical_bar,272,467,0
484cf3b98fed,scatter,295,506,2
484d394d1e18,line,480,640,1
484ed84253bc,line,480,640,1
484fb8c5bc3f,vertical_bar,350,496,0
485010874a22,vertical_bar,279,476,0
48515461fd55,scatter,274,463,2
485351e164ac,line,280,472,1
4855ccc28409,line,282,487,1
48579761ca46,vertical_bar,362,512,0
485828e9d11d,vertical_bar,284,479,0
4858bc08833b,dot,285,512,3
485c99f9d45f,vertical_bar,357,500,0
485cb7dc8c5c,line,318,498,1
485dd7524265,line,292,506,1
485e55ab0c26,line,288,505,1
485e7c9bfd73,vertical_bar,287,486,0
485e9b1153b6,vertical_bar,302,494,0
485f11157804,dot,219,501,3
485fc84e82f4,line,880,1280,1
486079a5e295,line,480,640,1
48662a618029,line,282,471,1
4866410a0a1b,vertical_bar,279,471,0
486712a51374,line,715,1040,1
486805aad253,line,294,497,1
4868b769c981,line,328,495,1
4868f56bb7e0,line,279,481,1
486938918d41,line,480,640,1
4869f0ad472e,vertical_bar,318,469,0
486a19941834,line,281,469,1
486c24112fbc,vertical_bar,279,469,0
486d2fb624e9,scatter,336,498,2
486e118af5bc,vertical_bar,291,469,0
486f69a19fa3,scatter,281,466,2
486f8ac882ae,line,440,640,1
486fd2c85a52,vertical_bar,277,469,0
486fe62aa128,line,550,800,1
486ffca964ee,line,293,503,1
487026c5580b,vertical_bar,273,463,0
4872980001b3,vertical_bar,281,488,0
4873182fa8ba,scatter,277,469,2
487448f8758d,dot,285,512,3
48754ac969cf,vertical_bar,349,479,0
48781367b93a,vertical_bar,281,469,0
487965d52ce2,line,280,466,1
487a2fc4fb7b,scatter,285,498,2
487b2bce187b,line,294,497,1
487b616d01b5,scatter,264,512,2
488181d5b13e,vertical_bar,300,508,0
4882b4bee67b,vertical_bar,272,469,0
4882da12c26b,line,480,640,1
488351dde42c,vertical_bar,331,507,0
48839f366887,line,292,505,1
4883a45eb61b,vertical_bar,236,466,0
4886604130be,dot,302,512,3
4889e2fb6d6c,scatter,278,456,2
488d3ef4768a,vertical_bar,299,487,0
488dd0d2627b,vertical_bar,272,466,0
488de83b350c,scatter,299,502,2
488e600b81dd,dot,294,500,3
488e78f027c6,line,309,475,1
488f605a7df3,line,290,503,1
488f739bcefd,vertical_bar,294,508,0
488fcb0b50de,line,280,468,1
4890fd8f038f,scatter,270,485,2
48927f119081,line,550,800,1
489280baa059,vertical_bar,294,503,0
4892bf1186a6,vertical_bar,289,479,0
489444ed2439,line,279,468,1
489558bd3de9,vertical_bar,314,496,0
489581935028,line,480,640,1
489678239994,vertical_bar,282,493,0
48993a2c0437,line,270,466,1
489a55cddf1e,vertical_bar,354,489,0
489abc32c80f,vertical_bar,285,487,0
489b5969337e,dot,300,512,3
489b90df1327,line,339,478,1
489c9b7cdae9,dot,299,512,3
489d245c0742,line,336,495,1
489d941e04f0,vertical_bar,361,491,0
489dee52bd74,vertical_bar,284,480,0
489f47ed1481,line,339,491,1
489fe5d1430c,line,313,497,1
48a0a14591c0,scatter,291,510,2
48a17573cad9,line,277,469,1
48a1d7e3512d,line,480,640,1
48a2f8dbb02b,scatter,301,510,2
48a3d7cbfec7,line,480,640,1
48a4c1c88355,line,480,640,1
48a52479b04a,dot,296,512,3
48a5cdee2367,scatter,301,503,2
48a827e4647e,vertical_bar,276,467,0
48aa30305ae6,vertical_bar,267,466,0
48aa5c9a5f90,vertical_bar,274,469,0
48abeac04535,line,317,499,1
48ac715d6ee3,scatter,280,461,2
48af1d5d0700,vertical_bar,273,466,0
48afd7081696,line,277,478,1
48b009e27ab9,line,295,495,1
48b045c9b9d7,vertical_bar,281,469,0
48b3a354e83a,line,292,488,1
48b3aeff5cd7,line,280,471,1
48b418533cc4,line,287,461,1
48b52dbf2feb,vertical_bar,288,495,0
48b5a739a539,line,273,468,1
48b62964faef,dot,301,512,3
48b6e26b8a91,vertical_bar,285,511,0
48b76a77b71f,vertical_bar,261,486,0
48b863709237,line,302,508,1
48b87ac62e21,dot,230,498,3
48b9116f7ca7,dot,290,500,3
48bc4651a8f4,scatter,293,487,2
48bdbdc85d60,vertical_bar,342,488,0
48bf1952675c,scatter,296,496,2
48c006ee6359,line,271,463,1
48c09a3827a1,scatter,282,471,2
48c1342804ac,vertical_bar,270,472,0
48c1f942da89,vertical_bar,292,497,0
48c304d670e7,scatter,275,477,2
48c628f5bf35,scatter,295,506,2
48c6a35380ef,line,312,500,1
48c778953da1,vertical_bar,288,465,0
48c8f6f1db9f,line,292,491,1
48c9b2435c49,line,268,462,1
48cab54e4dc8,vertical_bar,299,505,0
48cae2cba0f1,scatter,303,509,2
48cb14ccc92c,dot,294,500,3
48cd2ac478a5,line,288,484,1
48cdc0d392c4,scatter,267,466,2
48ce0b7d5341,vertical_bar,297,502,0
48ce37e92a3c,line,480,640,1
48ce53988412,line,315,504,1
48cea597e32c,line,299,500,1
48cfce511615,line,480,640,1
48d03838f0a6,line,265,499,1
48d16203fa73,vertical_bar,278,468,0
48d2da055829,scatter,288,456,2
48d379c07b6f,line,319,489,1
48d4fa63efce,line,278,487,1
48d5aa5e6527,dot,302,512,3
48d5b2e91c92,line,297,501,1
48d858ad14ae,scatter,308,505,2
48d9915d1f47,vertical_bar,291,505,0
48d9979dcde0,scatter,290,495,2
48d9aa41049f,line,480,640,1
48dc72ceb6fd,vertical_bar,261,481,0
48dd406ed79f,vertical_bar,298,501,0
48de04096954,line,333,481,1
48de3dd85a70,dot,290,500,3
48e0c5627b82,line,342,522,1
48e330095505,line,281,473,1
48e443b0cd79,line,480,640,1
48e49fa3c8a6,vertical_bar,296,498,0
48e8994de1b1,vertical_bar,266,467,0
48e910bc7a4f,line,278,466,1
48e95c174c86,vertical_bar,371,495,0
48ea3d22284c,vertical_bar,277,468,0
48eac0ed7260,vertical_bar,274,467,0
48ebf864aa69,line,269,465,1
48ec386e7cfc,dot,257,504,3
48ec4a8356bb,vertical_bar,280,472,0
48ed7ecb5089,vertical_bar,282,466,0
48efbf2a4a89,line,278,470,1
48efc37e5bbf,scatter,271,467,2
48f11a9669ad,scatter,281,474,2
48f1c8cc738e,vertical_bar,271,469,0
48f26888da7d,vertical_bar,364,499,0
48f31c17c75b,scatter,271,463,2
48f589de1854,vertical_bar,293,505,0
48f5c8d0293d,scatter,298,505,2
48f60ad83e32,vertical_bar,318,499,0
48f6441fa65b,dot,302,512,3
48f689a6c294,dot,316,510,3
48f7523bfa0e,scatter,307,495,2
48fabc5a4864,vertical_bar,280,471,0
48fb3cbb4a83,vertical_bar,330,469,0
48fb575c0f3f,line,280,468,1
48fb9428338a,line,296,482,1
48fb97f6e1b1,vertical_bar,349,496,0
48fd87ca1d51,line,274,485,1
48fe22b1a2f1,scatter,269,460,2
4902dee66ca0,vertical_bar,285,482,0
4903435fb896,dot,294,500,3
4903482f0777,line,480,640,1
4903928d139b,scatter,292,479,2
4904995ab846,line,305,503,1
4906f75d3d96,vertical_bar,349,494,0
49072898ce7b,scatter,274,467,2
4908168043b6,line,291,487,1
490867de5e1d,scatter,302,505,2
490a11b0231c,scatter,301,497,2
490cf6e69f4a,line,285,484,1
490d6161ac38,vertical_bar,280,471,0
490e2b746bc3,vertical_bar,278,473,0
4910ca09ff1e,line,341,484,1
49120cfbfb19,vertical_bar,274,507,0
4913ad0ffe57,scatter,270,476,2
4913c6a99055,scatter,312,499,2
49144880d7a9,line,331,494,1
49167619ad1e,vertical_bar,279,469,0
4918829e2d77,vertical_bar,273,487,0
4919763765ec,line,315,503,1
491caa4315c4,line,347,498,1
491cb68ff668,line,297,477,1
491ccb87705d,vertical_bar,290,467,0
491d6464bc48,dot,289,512,3
491e5ef57339,line,301,506,1
491e710d92b5,scatter,318,497,2
492017958d7d,vertical_bar,268,467,0
49258c021858,vertical_bar,280,471,0
4927d876452a,line,480,640,1
4927eb1e6de4,line,343,491,1
4928c4f11c4d,line,480,640,1
49296c956e4c,line,276,467,1
492981e5aeb5,vertical_bar,275,475,0
492a3ca49f10,line,274,467,1
492bf680d439,line,315,503,1
492c044ab684,line,344,489,1
492cd5059abd,line,274,466,1
492d0ed062e7,vertical_bar,274,467,0
492e472a4341,vertical_bar,271,465,0
492fa7fed18c,vertical_bar,279,485,0
49329a15cd61,scatter,294,491,2
493498fa80fb,line,295,511,1
4934e94ecb45,line,337,487,1
4934f91b1f63,line,273,512,1
4936fa8e71d1,line,282,494,1
49379dc19aca,vertical_bar,296,492,0
4938e8b70c34,scatter,267,470,2
493b338467f9,vertical_bar,355,500,0
493d7bfae33b,line,350,487,1
493dccd45b11,vertical_bar,273,464,0
493f377d826e,scatter,296,488,2
4940796281a5,vertical_bar,270,476,0
49413290e652,dot,322,492,3
494187f03d62,vertical_bar,273,467,0
4949241531f5,scatter,292,492,2
4949d7d02ffc,vertical_bar,284,494,0
494ae6eb4842,vertical_bar,355,498,0
494b1d186810,line,278,469,1
494cb87fda91,line,274,465,1
494da8bc6acf,scatter,298,505,2
494dca19fa4c,line,305,498,1
494f979644c6,line,480,640,1
495008160725,line,273,492,1
4950d0a1b949,vertical_bar,287,488,0
495138eb74f9,scatter,304,509,2
49520425bb19,line,271,468,1
49523b076b59,vertical_bar,271,468,0
4952e490fc08,dot,289,512,3
49531a6646d9,vertical_bar,291,479,0
495562e7b853,scatter,274,471,2
49556f7a83a5,vertical_bar,280,473,0
495822da80f4,vertical_bar,347,498,0
4959e1793f97,line,287,502,1
495acd2145ae,dot,284,510,3
495adcebf568,scatter,289,483,2
495b650b4be5,vertical_bar,277,478,0
495b82a11ee9,vertical_bar,281,490,0
495d11409b65,line,337,483,1
495e2602863b,vertical_bar,361,498,0
4961fc4602f1,line,480,640,1
496491970122,line,262,469,1
49665a007b18,vertical_bar,345,470,0
49667033491a,vertical_bar,273,493,0
4967a03dd092,vertical_bar,257,464,0
49689d83d540,line,480,640,1
49690e8a2e23,vertical_bar,288,473,0
4969634d4b16,line,880,1280,1
496a4d02afcc,scatter,299,504,2
496afa39e0cf,line,284,470,1
496b3fb70a0b,vertical_bar,278,472,0
496b4d424c01,scatter,292,490,2
496b97ac1d60,line,480,640,1
496d220b744b,scatter,298,491,2
496de625e57a,scatter,298,501,2
4970bd398067,dot,296,512,3
49737fe89a76,line,340,487,1
497475bc4789,line,277,490,1
4974d1391297,line,279,463,1
497510e1cd7d,line,289,505,1
4975aae55724,vertical_bar,274,467,0
4978041209e7,dot,316,510,3
49784411267b,scatter,285,475,2
4978de4c2da2,line,290,474,1
49799729227b,scatter,272,465,2
4979be804d10,line,480,640,1
497a539deb83,vertical_bar,322,499,0
497a547454d7,scatter,285,486,2
497c047f8990,line,480,640,1
497dc34ffb13,dot,241,502,3
497fd227fe8b,dot,253,504,3
4980c2764d7f,line,266,460,1
4981ce0ab896,vertical_bar,355,497,0
498248536a17,line,282,488,1
49828b223b93,line,284,471,1
49836b9062b4,scatter,273,470,2
49839770fe6b,line,480,640,1
49840d5ab38a,line,290,510,1
498583682934,line,275,471,1
49861094e3bb,line,880,1280,1
4987d5b8a485,vertical_bar,279,469,0
4987f53552b2,vertical_bar,342,472,0
49888b5ed9aa,dot,290,500,3
498982b89669,vertical_bar,283,476,0
498a25fa672e,vertical_bar,291,490,0
498c5df8263c,line,325,486,1
498cd9ad7ef2,scatter,270,467,2
498da34f68d1,vertical_bar,281,470,0
498e14ba5fda,vertical_bar,270,464,0
498eba17a6cf,vertical_bar,279,468,0
498f977aef78,vertical_bar,349,499,0
49911bb80ed9,vertical_bar,296,503,0
4991ae027e10,scatter,293,511,2
4993a0a964c5,dot,296,512,3
4993eb8e2879,dot,287,519,3
49947639fa37,vertical_bar,312,497,0
499679621e8e,vertical_bar,346,498,0
49995b7a01f2,vertical_bar,292,462,0
499982aead51,line,278,462,1
4999b06bbe7c,line,330,463,1
499a2ce11299,vertical_bar,273,473,0
499cea6118d1,vertical_bar,330,493,0
499d5013a511,line,305,477,1
499dc7cc229f,dot,302,512,3
49a097c061d3,vertical_bar,276,505,0
49a3b2a84a59,scatter,301,490,2
49a3b6b83a03,dot,296,512,3
49a3d04b5a45,line,271,463,1
49a3e25f4bf9,scatter,276,474,2
49a4d71de4c7,dot,222,497,3
49a77acb404f,scatter,281,458,2
49a80fdfdf0c,line,313,498,1
49a82e1b5388,vertical_bar,296,494,0
49a9179d8ed1,vertical_bar,359,496,0
49a925cc7f62,scatter,279,505,2
49ac66934580,line,335,502,1
49ad632e856f,vertical_bar,353,499,0
49ad86764b15,line,307,507,1
49afef526ec5,vertical_bar,287,479,0
49b063166fd5,dot,300,512,3
49b1dd06f6b4,scatter,277,465,2
49b2087513c8,dot,296,512,3
49b21007bc91,scatter,292,507,2
49b235f2a6d0,line,279,461,1
49b242b3a25a,vertical_bar,274,470,0
49b326e214cd,dot,313,512,3
49b4e28df56a,line,292,487,1
49b72cf5ed78,dot,296,512,3
49b81c98be1f,scatter,316,511,2
49bb48e04b9f,line,274,465,1
49bce6e636cc,line,272,467,1
49bd29f3db76,line,480,640,1
49bddb1a1af1,line,273,477,1
49c3d46d878f,scatter,299,504,2
49c4d8e21aee,line,279,468,1
49c65b6a3443,scatter,277,463,2
49c74edd9b79,line,550,800,1
49c7bc91427d,vertical_bar,275,463,0
49c83e9e7221,scatter,275,469,2
49c9dae0459d,line,445,463,1
49c9e32a2cd1,line,313,508,1
49cb04b04331,dot,328,501,3
49cb2b7e54c6,vertical_bar,284,491,0
49cb43d22d58,vertical_bar,274,465,0
49cd49f40a92,line,290,479,1
49cf16de5e44,vertical_bar,271,488,0
49d02a93bbe2,vertical_bar,271,478,0
49d117468402,vertical_bar,347,499,0
49d3f913589b,scatter,289,496,2
49d47ff91a09,dot,301,512,3
49d4c19d316d,horizontal_bar,224,512,4
49d5818d6557,vertical_bar,349,491,0
49d6bb099169,line,290,493,1
49d71d674c81,vertical_bar,297,463,0
49d73ae2e35f,dot,241,502,3
49d99a001baf,scatter,280,456,2
49da1313a21c,line,395,509,1
49da2c77e032,line,270,468,1
49daa1c4fd43,vertical_bar,316,463,0
49dcd960aaa7,line,281,465,1
49dcff12a2c1,line,276,467,1
49dda42c00c1,vertical_bar,285,476,0
49e0fafd4d04,line,480,640,1
49e1cf9ece69,scatter,289,494,2
49e2b319b270,line,277,468,1
49e32a2df924,line,480,640,1
49e4931e10b7,scatter,269,466,2
49e539a733c1,line,280,472,1
49e636e6d853,line,150,512,1
49e63788fa0c,vertical_bar,361,530,0
49e6ceadbd66,line,280,466,1
49e70221c80b,line,277,503,1
49e7bf1c8b1c,line,346,479,1
49e8a20490e8,line,880,1280,1
49e90774cf72,vertical_bar,276,467,0
49e920f7f26a,line,480,640,1
49ea965d3eff,scatter,326,498,2
49ec4b2bc14f,scatter,270,461,2
49eea6f7ffbc,scatter,260,462,2
49eecc5d44d9,vertical_bar,280,486,0
49ef87e1d224,line,296,474,1
49f10d4ca0d5,vertical_bar,269,460,0
49f23640d075,scatter,278,464,2
49f3198e2733,scatter,271,476,2
49f527bea3fa,vertical_bar,276,463,0
49f657dfcdea,line,290,488,1
49f6f077bf24,line,271,494,1
49f847f13659,dot,289,512,3
49fb56859e03,line,512,491,1
49fbfdd6302f,scatter,276,489,2
49fc47a93644,line,270,504,1
49fd387f7c29,scatter,276,471,2
49fdf99472b9,vertical_bar,271,476,0
49fe9848e50a,line,300,504,1
4a0014beeab4,vertical_bar,298,498,0
4a01bbdf2d56,dot,297,502,3
4a01f70b2cb6,line,307,484,1
4a02033296a3,line,279,466,1
4a0208988caf,scatter,294,456,2
4a049c6a5f66,scatter,318,504,2
4a052bd22db7,scatter,267,477,2
4a058202b66f,dot,299,512,3
4a072c9ee496,vertical_bar,283,466,0
4a077ee02de8,line,274,471,1
4a0853bc18b9,line,480,640,1
4a088df9ae5b,dot,321,503,3
4a08ee776335,line,291,478,1
4a090f92faf3,scatter,275,471,2
4a09ba871c4a,vertical_bar,284,485,0
4a0a9967ab6f,line,276,466,1
4a0b32609052,vertical_bar,356,499,0
4a0b4e701da9,line,294,497,1
4a0c29daad82,vertical_bar,309,498,0
4a0cd67f4cc8,vertical_bar,278,475,0
4a0d033e36b1,line,286,510,1
4a119f2a7c85,scatter,282,470,2
4a11be6bc41a,vertical_bar,306,512,0
4a1242fd7dd1,dot,297,512,3
4a17272299c3,scatter,290,491,2
4a17e50a37ef,line,281,470,1
4a17f1bd3dd9,line,272,492,1
4a185cfbbbbb,scatter,279,483,2
4a189e1a19fd,line,290,501,1
4a1a57a421a4,vertical_bar,266,492,0
4a1aa31fbe5f,line,289,479,1
4a1ba9a27b6c,line,480,640,1
4a1c549b2a2f,vertical_bar,354,498,0
4a1dadaf014b,scatter,299,510,2
4a1e36bc5b61,vertical_bar,295,497,0
4a1e4dca8eff,dot,288,501,3
4a204e872e49,scatter,281,472,2
4a205f4554b6,line,283,486,1
4a21d47d72bb,line,318,501,1
4a221cc96789,vertical_bar,278,463,0
4a23109fcfb7,vertical_bar,285,490,0
4a23745cefbe,line,286,472,1
4a23de720682,line,345,483,1
4a25dd0d44ed,line,279,472,1
4a28cd671879,vertical_bar,277,468,0
4a29fe36fc49,line,251,512,1
4a2a0ccf3e68,line,292,504,1
4a2b4833858b,line,301,501,1
4a2c0ea3cd53,line,278,467,1
4a2c51bc5151,dot,258,505,3
4a2d193ee960,vertical_bar,282,469,0
4a2e9811de8e,line,271,457,1
4a3095dcc9fc,scatter,304,505,2
4a30a6956ed0,line,284,489,1
4a3135b5c334,line,280,462,1
4a3219e03a04,vertical_bar,287,498,0
4a33d9da57db,line,281,493,1
4a34bfd13d58,line,280,474,1
4a3556019833,vertical_bar,300,504,0
4a36c4848288,line,345,480,1
4a384e79a311,line,299,497,1
4a393e2b382b,vertical_bar,266,496,0
4a3a71f01abc,vertical_bar,291,490,0
4a3c27321364,line,294,495,1
4a3d8f38607b,vertical_bar,301,498,0
4a3e296c2cb2,scatter,302,501,2
4a3e86e86c6b,line,480,640,1
4a3eb4bc68be,vertical_bar,347,502,0
4a4069e10290,line,298,490,1
4a41acdc312a,line,480,640,1
4a4315015698,vertical_bar,277,473,0
4a4331d24eb5,dot,302,512,3
4a434ac8f625,line,274,465,1
4a44e2d2993d,vertical_bar,282,466,0
4a45cf028634,vertical_bar,234,468,0
4a45ec983a0c,scatter,268,463,2
4a4714e9f3ea,line,715,1040,1
4a47385f3876,line,297,498,1
4a477a519a4f,dot,284,510,3
4a485995a095,line,249,479,1
